TIME s, IN1, IN2
-356.445, -0.065668, 0.893949
-361.328, -0.074233, 0.87483
-366.211, -0.079944, 0.855194
-371.094, -0.091364, 0.846926
-375.977, -0.094219, 0.830391
-380.859, -0.102785, 0.821089
-385.742, -0.11135, 0.793961
-390.625, -0.119915, 0.794219
-395.508, -0.125626, 0.779492
-400.391, -0.134191, 0.751589
-405.273, -0.142756, 0.753397
-410.156, -0.151322, 0.73557
-415.039, -0.159887, 0.724719
-419.922, -0.168452, 0.703533
-424.805, -0.177018, 0.698624
-429.688, -0.182728, 0.686739
-434.57, -0.191293, 0.660385
-439.453, -0.197004, 0.662194
-444.336, -0.208424, 0.646692
-449.219, -0.214135, 0.627573
-454.102, -0.2227, 0.617755
-458.984, -0.22841, 0.60897
-463.867, -0.239831, 0.596827
-468.75, -0.245541, 0.574349
-473.633, -0.248396, 0.575899
-478.516, -0.259817, 0.561172
-483.398, -0.268382, 0.540503
-488.281, -0.274092, 0.537403
-493.164, -0.285513, 0.524484
-498.047, -0.291223, 0.513116
-502.93, -0.299788, 0.494514
-507.813, -0.305499, 0.493739
-512.695, -0.316919, 0.480562
-517.578, -0.322629, 0.459893
-522.461, -0.331195, 0.459634
-527.344, -0.336905, 0.448008
-532.227, -0.34547, 0.433281
-537.109, -0.351181, 0.420621
-541.992, -0.362601, 0.416487
-546.875, -0.371166, 0.404861
-551.758, -0.376877, 0.386517
-556.641, -0.382587, 0.386517
-561.523, -0.391152, 0.376699
-566.406, -0.399718, 0.360422
-571.289, -0.408283, 0.353962
-576.172, -0.416849, 0.346728
-581.055, -0.425414, 0.336135
-585.938, -0.431124, 0.3196
-590.82, -0.43969, 0.318824
-595.703, -0.448255, 0.309782
-600.586, -0.453965, 0.292729
-605.469, -0.462531, 0.289629
-610.352, -0.471096, 0.282653
-615.234, -0.479661, 0.269993
-620.117, -0.485372, 0.256817
-625, -0.493937, 0.256558
-629.883, -0.499647, 0.245965
-634.766, -0.508213, 0.229946
-639.648, -0.516778, 0.22943
-644.531, -0.525343, 0.22297
-649.414, -0.533909, 0.208244
-654.297, -0.539619, 0.201009
-659.18, -0.548184, 0.199201
-664.063, -0.55675, 0.188349
-668.945, -0.565315, 0.174398
-673.828, -0.571025, 0.175173
-678.711, -0.579591, 0.168713
-683.594, -0.588156, 0.15347
-688.477, -0.593866, 0.150369
-693.359, -0.602432, 0.147527
-698.242, -0.610997, 0.135126
-703.125, -0.616707, 0.124533
-708.008, -0.625273, 0.126341
-712.891, -0.633838, 0.116523
-717.773, -0.639548, 0.104897
-722.656, -0.648114, 0.103605
-727.539, -0.656679, 0.100763
-732.422, -0.662389, 0.08862
-737.305, -0.67381, 0.081127
-742.188, -0.67952, 0.083194
-747.07, -0.688086, 0.072343
-751.953, -0.699506, 0.062266
-756.836, -0.705216, 0.062525
-761.719, -0.710927, 0.059424
-766.602, -0.719492, 0.048315
-771.484, -0.725202, 0.043406
-776.367, -0.733768, 0.043922
-781.25, -0.742333, 0.033588
-786.133, -0.748043, 0.025062
-791.016, -0.756609, 0.026612
-795.898, -0.765174, 0.020928
-800.781, -0.770884, 0.010851
-805.664, -0.782305, 0.008268
-810.547, -0.788015, 0.009043
-815.43, -0.79658, -0.00155
-820.313, -0.805146, -0.008009
-825.195, -0.810856, -0.004651
-830.078, -0.822277, -0.012918
-834.961, -0.827987, -0.020669
-839.844, -0.833697, -0.020669
-844.727, -0.842262, -0.020928
-849.609, -0.850828, -0.031521
-854.492, -0.856538, -0.035655
-859.375, -0.867959, -0.032037
-864.258, -0.873669, -0.041339
-869.141, -0.882234, -0.049348
-874.023, -0.893655, -0.046248
-878.906, -0.899365, -0.048056
-883.789, -0.905075, -0.058133
-888.672, -0.913641, -0.059424
-893.555, -0.922206, -0.056324
-898.438, -0.927916, -0.0664
-903.32, -0.936482, -0.071051
-908.203, -0.945047, -0.067175
-913.086, -0.950757, -0.071568
-917.969, -0.959323, -0.079835
-922.852, -0.965033, -0.079835
-927.734, -0.973598, -0.076477
-932.617, -0.982164, -0.086294
-937.5, -0.990729, -0.090945
-942.383, -0.996439, -0.085003
-947.266, -1.00786, -0.09327
-952.148, -1.01357, -0.098179
-957.031, -1.01928, -0.096112
-961.914, -1.030701, -0.095596
-966.797, -1.036411, -0.103347
-971.68, -1.044976, -0.105155
-976.563, -1.053542, -0.099988
-981.445, -1.062107, -0.108514
-986.328, -1.070673, -0.112906
-991.211, -1.076383, -0.108772
-996.094, -1.084948, -0.111614
-1.001, -1.093514, -0.117815
-1.006, -1.099224, -0.117557
-1.011, -1.107789, -0.112906
-1.016, -1.113499, -0.121949
-1.021, -1.122065, -0.125308
-1.025, -1.13063, -0.118074
-1.03, -1.139196, -0.125049
-1.035, -1.144906, -0.128667
-1.04, -1.153471, -0.1266
-1.045, -1.162037, -0.124016
-1.05, -1.170602, -0.131767
-1.055, -1.179167, -0.133317
-1.06, -1.184878, -0.126858
-1.064, -1.193443, -0.134092
-1.069, -1.199153, -0.137451
-1.074, -1.210574, -0.133317
-1.079, -1.216284, -0.133317
-1.084, -1.224849, -0.139776
-1.089, -1.23056, -0.140035
-1.094, -1.239125, -0.134351
-1.099, -1.24769, -0.14236
-1.104, -1.256256, -0.146236
-1.108, -1.264821, -0.139001
-1.113, -1.270531, -0.142618
-1.118, -1.281952, -0.147527
-1.123, -1.287662, -0.145977
-1.128, -1.293372, -0.141068
-1.133, -1.301938, -0.148561
-1.138, -1.310503, -0.151145
-1.143, -1.319069, -0.143135
-1.147, -1.327634, -0.149594
-1.152, -1.333344, -0.153211
-1.157, -1.339054, -0.149594
-1.162, -1.34762, -0.147011
-1.167, -1.356185, -0.153728
-1.172, -1.364751, -0.154503
-1.177, -1.370461, -0.147786
-1.182, -1.381881, -0.155537
-1.187, -1.387592, -0.158379
-1.191, -1.399012, -0.15192
-1.196, -1.404722, -0.153987
-1.201, -1.410433, -0.158379
-1.206, -1.418998, -0.157087
-1.211, -1.424708, -0.150886
-1.216, -1.436129, -0.158896
-1.221, -1.441839, -0.161221
-1.226, -1.447549, -0.153211
-1.23, -1.456115, -0.158637
-1.235, -1.467535, -0.160962
-1.24, -1.473245, -0.158637
-1.245, -1.481811, -0.154245
-1.25, 0.502502, 0.38445
-1.255, 0.496792, 0.713092
-1.26, 0.488227, 0.832716
-1.265, 0.479661, 0.971717
-1.27, 0.471096, 1.004271
-1.274, 0.465386, 1.113819
-1.279, 0.45682, 1.163942
-1.284, 0.45111, 1.184353
-1.289, 0.43969, 1.272714
-1.294, 0.431124, 1.278915
-1.299, 0.422559, 1.332139
-1.304, 0.413993, 1.347641
-1.309, 0.408283, 1.378128
-1.313, 0.399718, 1.410424
-1.318, 0.394008, 1.394405
-1.323, 0.385442, 1.454088
-1.328, 0.376877, 1.44427
-1.333, 0.368311, 1.459513
-1.338, 0.362601, 1.473207
-1.343, 0.354036, 1.470365
-1.348, 0.348325, 1.493359
-1.353, 0.33976, 1.467781
-1.357, 0.331195, 1.501886
-1.362, 0.325484, 1.489484
-1.367, 0.316919, 1.471915
-1.372, 0.308354, 1.49646
-1.377, 0.302643, 1.474499
-1.382, 0.294078, 1.485092
-1.387, 0.282658, 1.461839
-1.392, 0.276947, 1.474499
-1.396, 0.268382, 1.467006
-1.401, 0.262672, 1.433935
-1.406, 0.254106, 1.45848
-1.411, 0.248396, 1.431093
-1.416, 0.236976, 1.425667
-1.421, 0.231265, 1.412232
-1.426, 0.2227, 1.405515
-1.431, 0.214135, 1.402414
-1.436, 0.205569, 1.365468
-1.44, 0.199859, 1.383812
-1.445, 0.191293, 1.359267
-1.45, 0.185583, 1.338339
-1.455, 0.174163, 1.336789
-1.46, 0.165597, 1.313536
-1.465, 0.159887, 1.31457
-1.47, 0.151322, 1.280465
-1.475, 0.145611, 1.289508
-1.479, 0.137046, 1.270647
-1.484, 0.128481, 1.237835
-1.489, 0.12277, 1.246878
-1.494, 0.114205, 1.220266
-1.499, 0.10564, 1.212257
-1.504, 0.097074, 1.186678
-1.509, 0.091364, 1.179702
-1.514, 0.082799, 1.170401
-1.519, 0.077088, 1.136038
-1.523, 0.068523, 1.144565
-1.528, 0.059958, 1.120536
-1.533, 0.051392, 1.104518
-1.538, 0.042827, 1.091858
-1.543, 0.037117, 1.074289
-1.548, 0.028551, 1.067313
-1.553, 0.019986, 1.034242
-1.558, 0.014276, 1.038634
-1.563, 0.00571, 1.019515
-1.567, -0.002855, 0.99497
-1.572, -0.011421, 0.992386
-1.577, -0.019986, 0.970684
-1.582, -0.025696, 0.962674
-1.587, -0.034262, 0.935546
-1.592, -0.039972, 0.932962
-1.597, -0.048537, 0.91901
-1.602, -0.057103, 0.887748
-1.606, -0.065668, 0.893174
-1.611, -0.071378, 0.872246
-1.616, -0.079944, 0.855452
-1.621, -0.088509, 0.840725
-1.626, -0.094219, 0.831682
-1.631, -0.10564, 0.820573
-1.636, -0.11135, 0.791636
-1.641, -0.119915, 0.795511
-1.646, -0.125626, 0.777425
